Nama Pemain,Nomor Punggung,Posisi,Club,Negara
Keane Lewis-Potter,23,LB,Brentford,ENG
Nathan Collins,22,CB,Brentford,IRL
Ethan Pinnock,5,CB,Brentford,JAM
Sepp van den Berg,4,CB,Brentford,NED
Kristoffer Ajer,20,RB,Brentford,NOR
Mads Roerslev,30,RB,Brentford,DEN
Kevin Schade,7,FW,Brentford,GER
Yoane Wissa,11,FW,Brentford,COD
Bryan Mbeumo,19,FW,Brentford,CMR
Nathan Collins,22,CB,Brentford,IRL
Mikkel Damsgaard,24,"AM,RM",Brentford,DEN
Yunus Emre Konak,26,RM,Brentford,TUR
Christian Nørgaard,6,DM,Brentford,DEN
Yehor Yarmoliuk,18,LM,Brentford,UKR
Vitaly Janelt,27,"DM,CM",Brentford,GER
Keane Lewis-Potter,23,LB,Brentford,ENG
Kevin Schade,7,FW,Brentford,GER
Yehor Yarmoliuk,18,CM,Brentford,UKR
Vitaly Janelt,27,CM,Brentford,GER
Yunus Emre Konak,26,CM,Brentford,TUR
Mikkel Damsgaard,24,CM,Brentford,DEN
Ryan Trevitt,28,CM,Brentford,ENG
Fabio Carvalho,14,"FW,CM",Brentford,POR
Bryan Mbeumo,19,FW,Brentford,CMR
Kristoffer Ajer,20,LB,Brentford,NOR
Mads Roerslev,30,LB,Brentford,DEN
Ethan Pinnock,5,CB,Brentford,JAM
Nathan Collins,22,CB,Brentford,IRL
Sepp van den Berg,4,RB,Brentford,NED
Mark Flekken,1,GK,Brentford,NED
Yunus Emre Konak,26,LM,Brentford,TUR
Mikkel Damsgaard,24,"LW,LM",Brentford,DEN
Yoane Wissa,11,FW,Brentford,COD
Mark Flekken,1,GK,Brentford,NED
Mads Roerslev,30,RB,Brentford,DEN
Keane Lewis-Potter,23,"LW,RW",Brentford,ENG
Yoane Wissa,11,FW,Brentford,COD
Yehor Yarmoliuk,18,RM,Brentford,UKR
Mathias Jensen,8,RM,Brentford,DEN
Kevin Schade,7,AM,Brentford,GER
Kevin Schade,7,LW,Brentford,GER
Christian Nørgaard,6,DM,Brentford,DEN
Mathias Jensen,8,DM,Brentford,DEN
Sepp van den Berg,4,LB,Brentford,NED
Ethan Pinnock,5,CB,Brentford,JAM
Nathan Collins,22,CB,Brentford,IRL
Mads Roerslev,30,RB,Brentford,DEN
Mikkel Damsgaard,24,AM,Brentford,DEN
Mark Flekken,1,GK,Brentford,NED
Kristoffer Ajer,20,"LB,RB",Brentford,NOR
Christian Nørgaard,6,"DM,CM",Brentford,DEN
Yehor Yarmoliuk,18,RM,Brentford,UKR
Vitaly Janelt,27,DM,Brentford,GER
Bryan Mbeumo,19,"AM,FW,RW",Brentford,CMR
Mikkel Damsgaard,24,"RW,LM",Brentford,DEN
Yoane Wissa,11,"LW,AM",Brentford,COD
Keane Lewis-Potter,23,LW,Brentford,ENG
Ethan Pinnock,5,CB,Brentford,JAM
Bryan Mbeumo,19,RW,Brentford,CMR
Fabio Carvalho,14,LW,Brentford,POR
Keane Lewis-Potter,23,LW,Brentford,ENG
Christian Nørgaard,6,"RM,CM",Brentford,DEN
Mikkel Damsgaard,24,"RM,CM",Brentford,DEN
Vitaly Janelt,27,CM,Brentford,GER
Frank Onyeka,15,CM,Brentford,NGA
Mathias Jensen,8,LM,Brentford,DEN
Nathan Collins,22,CB,Brentford,IRL
Mads Roerslev,30,RB,Brentford,DEN
Mark Flekken,1,GK,Brentford,NED
Mark Flekken,1,GK,Brentford,NED
Mads Roerslev,30,LB,Brentford,DEN
Sepp van den Berg,4,RB,Brentford,NED
Nathan Collins,22,CB,Brentford,IRL
Ben Mee,16,CB,Brentford,ENG
Bryan Mbeumo,19,"RW,FW",Brentford,CMR
Keane Lewis-Potter,23,"LW,LM,FW",Brentford,ENG
Kevin Schade,7,LW,Brentford,GER
Fabio Carvalho,14,FW,Brentford,POR
Yoane Wissa,11,FW,Brentford,COD
Yoane Wissa,11,FW,Brentford,COD
Fabio Carvalho,14,"AM,FW",Brentford,POR
Kevin Schade,7,FW,Brentford,GER
Vitaly Janelt,27,DM,Brentford,GER
Mark Flekken,1,GK,Brentford,NED
Vitaly Janelt,27,CM,Brentford,GER
Mikkel Damsgaard,24,"CM,RM",Brentford,DEN
Kevin Schade,7,RM,Brentford,GER
Yehor Yarmoliuk,18,CM,Brentford,UKR
Kristoffer Ajer,20,LB,Brentford,NOR
Ethan Pinnock,5,CB,Brentford,JAM
Nathan Collins,22,CB,Brentford,IRL
Sepp van den Berg,4,RB,Brentford,NED
Mark Flekken,1,GK,Brentford,NED
Mads Roerslev,30,RB,Brentford,DEN
Keane Lewis-Potter,23,LM,Brentford,ENG
Yunus Emre Konak,26,FW,Brentford,TUR
Fabio Carvalho,14,FW,Brentford,POR
Bryan Mbeumo,19,FW,Brentford,CMR
Mark Flekken,1,GK,Brentford,NED
Sepp van den Berg,4,CB,Brentford,NED
Ethan Pinnock,5,CB,Brentford,JAM
Keane Lewis-Potter,23,LB,Brentford,ENG
Ethan Pinnock,5,CB,Brentford,JAM
Nathan Collins,22,CB,Brentford,IRL
Sepp van den Berg,4,RB,Brentford,NED
Mark Flekken,1,GK,Brentford,NED
Kristoffer Ajer,20,RB,Brentford,NOR
Mats Wieffer,27,"DM,CM",Brighton & Hove Albion,NED
Jack Hinshelwood,41,"DM,CM",Brighton & Hove Albion,ENG
Pervis Estupiñán,30,LB,Brighton & Hove Albion,ECU
Evan Ferguson,28,LW,Brighton & Hove Albion,IRL
Lewis Dunk,5,CB,Brighton & Hove Albion,ENG
Jan Paul van Hecke,29,CB,Brighton & Hove Albion,NED
Danny Welbeck,18,FW,Brighton & Hove Albion,ENG
Yasin Ayari,26,RM,Brighton & Hove Albion,SWE
Mats Wieffer,27,CM,Brighton & Hove Albion,NED
Jack Hinshelwood,41,"LM,RB",Brighton & Hove Albion,ENG
Yankuba Minteh,17,RW,Brighton & Hove Albion,GAM
Georginio Rutter,14,RW,Brighton & Hove Albion,FRA
Kaoru Mitoma,22,LW,Brighton & Hove Albion,JPN
Carlos Baleba,20,DM,Brighton & Hove Albion,CMR
Joël Veltman,34,"RB,CB",Brighton & Hove Albion,NED
Bart Verbruggen,1,GK,Brighton & Hove Albion,NED
Brajan Gruda,8,RM,Brighton & Hove Albion,GER
Georginio Rutter,14,FW,Brighton & Hove Albion,FRA
Danny Welbeck,18,FW,Brighton & Hove Albion,ENG
Evan Ferguson,28,FW,Brighton & Hove Albion,IRL
João Pedro,9,"RW,AM",Brighton & Hove Albion,BRA
Lewis Dunk,5,CB,Brighton & Hove Albion,ENG
Yankuba Minteh,17,"RW,RM",Brighton & Hove Albion,GAM
João Pedro,9,FW,Brighton & Hove Albion,BRA
Simon Adingra,11,RM,Brighton & Hove Albion,CIV
Bart Verbruggen,1,GK,Brighton & Hove Albion,NED
Julio Enciso,10,LM,Brighton & Hove Albion,PAR
Ferdi Kadioglu,24,RB,Brighton & Hove Albion,TUR
Igor,3,CB,Brighton & Hove Albion,BRA
Adam Webster,4,CB,Brighton & Hove Albion,ENG
Pervis Estupiñán,30,LB,Brighton & Hove Albion,ECU
Matt O'Riley,33,CM,Brighton & Hove Albion,DEN
Carlos Baleba,20,CM,Brighton & Hove Albion,CMR
Yasin Ayari,26,CM,Brighton & Hove Albion,SWE
Jakub Moder,15,LM,Brighton & Hove Albion,POL
Kaoru Mitoma,22,LM,Brighton & Hove Albion,JPN
Bart Verbruggen,1,GK,Brighton & Hove Albion,NED
Joël Veltman,34,RB,Brighton & Hove Albion,NED
Ferdi Kadioglu,24,LB,Brighton & Hove Albion,TUR
Jack Hinshelwood,41,CM,Brighton & Hove Albion,ENG
Igor,3,CB,Brighton & Hove Albion,BRA
Jan Paul van Hecke,29,CB,Brighton & Hove Albion,NED
Joël Veltman,34,RB,Brighton & Hove Albion,NED
Jan Paul van Hecke,29,CB,Brighton & Hove Albion,NED
Kaoru Mitoma,22,"LW,LM",Brighton & Hove Albion,JPN
Danny Welbeck,18,FW,Brighton & Hove Albion,ENG
Danny Welbeck,18,FW,Brighton & Hove Albion,ENG
Evan Ferguson,28,FW,Brighton & Hove Albion,IRL
Georginio Rutter,14,FW,Brighton & Hove Albion,FRA
Carlos Baleba,20,"RM,CM",Brighton & Hove Albion,CMR
Pervis Estupiñán,30,LB,Brighton & Hove Albion,ECU
Lewis Dunk,5,CB,Brighton & Hove Albion,ENG
Julio Enciso,10,FW,Brighton & Hove Albion,PAR
Kaoru Mitoma,22,LM,Brighton & Hove Albion,JPN
Yasin Ayari,26,CM,Brighton & Hove Albion,SWE
Carlos Baleba,20,CM,Brighton & Hove Albion,CMR
Yankuba Minteh,17,RM,Brighton & Hove Albion,GAM
Simon Adingra,11,RM,Brighton & Hove Albion,CIV
Jack Hinshelwood,41,LB,Brighton & Hove Albion,ENG
Bart Verbruggen,1,GK,Brighton & Hove Albion,NED
Georginio Rutter,14,AM,Brighton & Hove Albion,FRA
Simon Adingra,11,RW,Brighton & Hove Albion,CIV
Simon Adingra,11,"WB,LM",Brighton & Hove Albion,CIV
Danny Welbeck,18,FW,Brighton & Hove Albion,ENG
Igor,3,CB,Brighton & Hove Albion,BRA
Lewis Dunk,5,CB,Brighton & Hove Albion,ENG
Joël Veltman,34,RB,Brighton & Hove Albion,NED
Bart Verbruggen,1,GK,Brighton & Hove Albion,NED
Danny Welbeck,18,FW,Brighton & Hove Albion,ENG
Evan Ferguson,28,FW,Brighton & Hove Albion,IRL
Ferdi Kadioglu,24,"LB,RM",Brighton & Hove Albion,TUR
Georginio Rutter,14,FW,Brighton & Hove Albion,FRA
Kaoru Mitoma,22,LM,Brighton & Hove Albion,JPN
Julio Enciso,10,LM,Brighton & Hove Albion,PAR
Yasin Ayari,26,CM,Brighton & Hove Albion,SWE
Carlos Baleba,20,CM,Brighton & Hove Albion,CMR
Mats Wieffer,27,CM,Brighton & Hove Albion,NED
Ferdi Kadioglu,24,RM,Brighton & Hove Albion,TUR
Tariq Lamptey,2,RB,Brighton & Hove Albion,GHA
Brajan Gruda,8,RM,Brighton & Hove Albion,GER
Pervis Estupiñán,30,LB,Brighton & Hove Albion,ECU
Mats Wieffer,27,CM,Brighton & Hove Albion,NED
Jason Steele,23,GK,Brighton & Hove Albion,ENG
Lewis Dunk,5,CB,Brighton & Hove Albion,ENG
Adam Webster,4,CB,Brighton & Hove Albion,ENG
Igor,3,CB,Brighton & Hove Albion,BRA
Joël Veltman,34,RB,Brighton & Hove Albion,NED
Bart Verbruggen,1,GK,Brighton & Hove Albion,NED
Georginio Rutter,14,RM,Brighton & Hove Albion,FRA
Danny Welbeck,18,FW,Brighton & Hove Albion,ENG
Evan Ferguson,28,FW,Brighton & Hove Albion,IRL
Kaoru Mitoma,22,LM,Brighton & Hove Albion,JPN
Yasin Ayari,26,"LM,FW",Brighton & Hove Albion,SWE
Julio Enciso,10,FW,Brighton & Hove Albion,PAR
Jack Hinshelwood,41,CM,Brighton & Hove Albion,ENG
Carlos Baleba,20,CM,Brighton & Hove Albion,CMR
Jan Paul van Hecke,29,CB,Brighton & Hove Albion,NED
Joël Veltman,34,RB,Brighton & Hove Albion,NED
Pervis Estupiñán,30,LB,Brighton & Hove Albion,ECU
Jan Paul van Hecke,29,CB,Brighton & Hove Albion,NED
Bart Verbruggen,1,GK,Brighton & Hove Albion,NED
Brajan Gruda,8,"RM,WB",Brighton & Hove Albion,GER
Joël Veltman,34,RB,Brighton & Hove Albion,NED
Jan Paul van Hecke,29,CB,Brighton & Hove Albion,NED
Igor,3,CB,Brighton & Hove Albion,BRA
Pervis Estupiñán,30,"LB,CB",Brighton & Hove Albion,ECU
Danny Welbeck,18,FW,Brighton & Hove Albion,ENG
Jakub Moder,15,"CM,RB",Brighton & Hove Albion,POL
Evan Ferguson,28,FW,Brighton & Hove Albion,IRL
Jack Hinshelwood,41,CM,Brighton & Hove Albion,ENG
Mats Wieffer,27,CM,Brighton & Hove Albion,NED
Danny Welbeck,18,"FW,AM",Brighton & Hove Albion,ENG
Georginio Rutter,14,"FW,AM",Brighton & Hove Albion,FRA
Kaoru Mitoma,22,LM,Brighton & Hove Albion,JPN
Ferdi Kadioglu,24,"RM,RB",Brighton & Hove Albion,TUR
Igor,3,CB,Brighton & Hove Albion,BRA
Julio Enciso,10,AM,Brighton & Hove Albion,PAR
Simon Adingra,24,LW,Brighton & Hove Albion,CIV
Joël Veltman,34,"RB,CB",Brighton & Hove Albion,NED
Bart Verbruggen,1,GK,Brighton & Hove Albion,NED
Jason Steele,23,GK,Brighton & Hove Albion,ENG
Joël Veltman,34,RB,Brighton & Hove Albion,NED
Jan Paul van Hecke,29,CB,Brighton & Hove Albion,NED
Lewis Dunk,5,CB,Brighton & Hove Albion,ENG
Kaoru Mitoma,22,LW,Brighton & Hove Albion,JPN
Jack Hinshelwood,41,LB,Brighton & Hove Albion,ENG
James Milner,6,DM,Brighton & Hove Albion,ENG
Yasin Ayari,26,DM,Brighton & Hove Albion,SWE
Billy Gilmour,11,DM,Brighton & Hove Albion,SCO
João Pedro,9,"AM,FW",Brighton & Hove Albion,BRA
Georginio Rutter,14,RW,Brighton & Hove Albion,FRA
Yankuba Minteh,17,RW,Brighton & Hove Albion,GAM
Carlos Baleba,20,DM,Brighton & Hove Albion,CMR
Jan Paul van Hecke,29,CB,Brighton & Hove Albion,NED
Kaoru Mitoma,22,LW,Brighton & Hove Albion,JPN
Lewis Dunk,5,CB,Brighton & Hove Albion,ENG
Simon Adingra,24,RW,Brighton & Hove Albion,CIV
João Pedro,9,AM,Brighton & Hove Albion,BRA
Jeremy Sarmiento,16,AM,Brighton & Hove Albion,ECU
Georginio Rutter,14,RW,Brighton & Hove Albion,FRA
James Milner,6,DM,Brighton & Hove Albion,ENG
Billy Gilmour,11,DM,Brighton & Hove Albion,SCO
Danny Welbeck,18,FW,Brighton & Hove Albion,ENG
Julio Enciso,10,AM,Brighton & Hove Albion,PAR
Jack Hinshelwood,41,DM,Brighton & Hove Albion,ENG
Kaoru Mitoma,22,LW,Brighton & Hove Albion,JPN
Yankuba Minteh,17,RW,Brighton & Hove Albion,GAM
Brajan Gruda,8,RW,Brighton & Hove Albion,GER
Carlos Baleba,20,DM,Brighton & Hove Albion,CMR
Mats Wieffer,27,DM,Brighton & Hove Albion,NED
Ferdi Kadioglu,24,LB,Brighton & Hove Albion,TUR
Pervis Estupiñán,30,LB,Brighton & Hove Albion,ECU
Bart Verbruggen,1,GK,Brighton & Hove Albion,NED
Pervis Estupiñán,30,LB,Brighton & Hove Albion,ECU
Georginio Rutter,14,AM,Brighton & Hove Albion,FRA
James Milner,6,DM,Brighton & Hove Albion,ENG
Joël Veltman,34,RB,Brighton & Hove Albion,NED
Jan Paul van Hecke,29,CB,Brighton & Hove Albion,NED
Lewis Dunk,5,CB,Brighton & Hove Albion,ENG
Jack Hinshelwood,41,"LB,RB",Brighton & Hove Albion,ENG
Yasin Ayari,26,DM,Brighton & Hove Albion,SWE
Carlos Baleba,20,DM,Brighton & Hove Albion,CMR
Adam Webster,4,CB,Brighton & Hove Albion,ENG
Yankuba Minteh,17,RW,Brighton & Hove Albion,GAM
Yasin Ayari,26,LW,Brighton & Hove Albion,SWE
Mats Wieffer,27,DM,Brighton & Hove Albion,NED
Kaoru Mitoma,22,LW,Brighton & Hove Albion,JPN
Jack Hinshelwood,41,LB,Brighton & Hove Albion,ENG
Danny Welbeck,18,FW,Brighton & Hove Albion,ENG
Julio Enciso,10,AM,Brighton & Hove Albion,PAR
Yasin Ayari,26,CM,Brighton & Hove Albion,SWE
Simon Adingra,24,LW,Brighton & Hove Albion,CIV
Yankuba Minteh,17,RW,Brighton & Hove Albion,GAM
João Pedro,9,"AM,FW",Brighton & Hove Albion,BRA
Wesley Fofana,29,CB,Chelsea,FRA
Marc Cucurella,3,LB,Chelsea,ESP
Tosin Adarabioyo,4,RB,Chelsea,ENG
Robert Sánchez,1,GK,Chelsea,ESP
Robert Sánchez,1,GK,Chelsea,ESP
Nicolas Jackson,15,FW,Chelsea,SEN
Enzo Fernández,8,DM,Chelsea,ARG
Noni Madueke,11,RW,Chelsea,ENG
Christopher Nkunku,18,LW,Chelsea,FRA
João Félix,14,AM,Chelsea,POR
Cole Palmer,20,AM,Chelsea,ENG
Cole Palmer,20,AM,Chelsea,ENG
Noni Madueke,11,RW,Chelsea,ENG
Pedro Neto,7,LW,Chelsea,POR
Jadon Sancho,19,LW,Chelsea,ENG
Tosin Adarabioyo,4,CB,Chelsea,ENG
Christopher Nkunku,18,FW,Chelsea,FRA
Moisés Caicedo,25,"DM,CM",Chelsea,ECU
João Félix,14,LM,Chelsea,POR
Robert Sánchez,1,GK,Chelsea,ESP
Renato Veiga,40,LB,Chelsea,POR
Reece James,24,RB,Chelsea,ENG
Roméo Lavia,45,DM,Chelsea,BEL
Enzo Fernández,8,DM,Chelsea,ARG
Moisés Caicedo,25,DM,Chelsea,ECU
Malo Gusto,27,"LB,RB",Chelsea,FRA
Levi Colwill,6,CB,Chelsea,ENG
Tosin Adarabioyo,4,CB,Chelsea,ENG
Benoît Badiashile,5,CB,Chelsea,FRA
Robert Sánchez,1,GK,Chelsea,ESP
Malo Gusto,27,RB,Chelsea,FRA
Nicolas Jackson,15,FW,Chelsea,SEN
Levi Colwill,6,CB,Chelsea,ENG
Wesley Fofana,29,CB,Chelsea,FRA
Kiernan Dewsbury-Hall,22,DM,Chelsea,ENG
Mykhailo Mudryk,10,LW,Chelsea,UKR
Cole Palmer,20,AM,Chelsea,ENG
Roméo Lavia,45,DM,Chelsea,BEL
Enzo Fernández,8,DM,Chelsea,ARG
Moisés Caicedo,25,DM,Chelsea,ECU
Reece James,24,"LB,RB",Chelsea,ENG
Levi Colwill,6,CB,Chelsea,ENG
Noni Madueke,11,RW,Chelsea,ENG
Wesley Fofana,29,CB,Chelsea,FRA
Marc Cucurella,3,LB,Chelsea,ESP
Robert Sánchez,1,GK,Chelsea,ESP
Levi Colwill,6,CB,Chelsea,ENG
Tosin Adarabioyo,4,CB,Chelsea,ENG
Wesley Fofana,29,RB,Chelsea,FRA
Axel Disasi,2,RB,Chelsea,FRA
Robert Sánchez,1,GK,Chelsea,ESP
Malo Gusto,27,RB,Chelsea,FRA
Pedro Neto,7,"LW,RW",Chelsea,POR
Christopher Nkunku,18,FW,Chelsea,FRA
Nicolas Jackson,15,FW,Chelsea,SEN
Moisés Caicedo,25,DM,Chelsea,ECU
Marc Cucurella,3,LB,Chelsea,ESP
Robert Sánchez,1,GK,Chelsea,ESP
Malo Gusto,27,RB,Chelsea,FRA
Axel Disasi,2,RB,Chelsea,FRA
Levi Colwill,6,CB,Chelsea,ENG
Renato Veiga,40,LB,Chelsea,POR
Marc Cucurella,3,LB,Chelsea,ESP
Moisés Caicedo,25,DM,Chelsea,ECU
Kiernan Dewsbury-Hall,22,AM,Chelsea,ENG
Roméo Lavia,45,DM,Chelsea,BEL
Enzo Fernández,8,"AM,DM",Chelsea,ARG
Nicolas Jackson,15,FW,Chelsea,SEN
Marc Guiu,38,FW,Chelsea,ESP
Christopher Nkunku,18,LW,Chelsea,FRA
Pedro Neto,19,LW,Chelsea,POR
Cole Palmer,20,RW,Chelsea,ENG
Enzo Fernández,8,DM,Chelsea,ARG
Wesley Fofana,29,CB,Chelsea,FRA
Jadon Sancho,19,LW,Chelsea,ENG
Marc Cucurella,3,LB,Chelsea,ESP
Malo Gusto,27,RB,Chelsea,FRA
Wesley Fofana,29,CB,Chelsea,FRA
Levi Colwill,6,CB,Chelsea,ENG
Renato Veiga,40,LB,Chelsea,POR
Marc Cucurella,3,LB,Chelsea,ESP
Kiernan Dewsbury-Hall,22,"LM,DM",Chelsea,ENG
Moisés Caicedo,25,DM,Chelsea,ECU
Enzo Fernández,8,"DM,CM",Chelsea,ARG
Christopher Nkunku,18,"FW,AM",Chelsea,FRA
Robert Sánchez,1,GK,Chelsea,ESP
Cole Palmer,20,AM,Chelsea,ENG
Pedro Neto,7,LW,Chelsea,POR
Mykhailo Mudryk,10,LW,Chelsea,UKR
João Félix,14,"RM,FW",Chelsea,POR
Nicolas Jackson,15,FW,Chelsea,SEN
Nicolas Jackson,15,FW,Chelsea,SEN
Pedro Neto,7,LW,Chelsea,POR
João Félix,14,"LM,LW",Chelsea,POR
Noni Madueke,11,RW,Chelsea,ENG
Levi Colwill,6,CB,Chelsea,ENG
Noni Madueke,11,RW,Chelsea,ENG
Cole Palmer,20,"AM,RM",Chelsea,ENG
Nicolas Jackson,15,FW,Chelsea,SEN
Pedro Neto,7,"LW,RW",Chelsea,POR
Marc Cucurella,3,LB,Chelsea,ESP
Malo Gusto,27,RB,Chelsea,FRA
Wesley Fofana,29,CB,Chelsea,FRA
Levi Colwill,6,CB,Chelsea,ENG
Reece James,24,"RB,LB",Chelsea,ENG
Moisés Caicedo,25,DM,Chelsea,ECU
Enzo Fernández,8,DM,Chelsea,ARG
Roméo Lavia,45,DM,Chelsea,BEL
Robert Sánchez,1,GK,Chelsea,ESP
Christopher Nkunku,18,FW,Chelsea,FRA
Reece James,24,RB,Chelsea,ENG
Wesley Fofana,29,CB,Chelsea,FRA
Levi Colwill,6,CB,Chelsea,ENG
Marc Cucurella,3,LB,Chelsea,ESP
Moisés Caicedo,25,DM,Chelsea,ECU
Enzo Fernández,8,DM,Chelsea,ARG
Roméo Lavia,45,DM,Chelsea,BEL
Cole Palmer,20,AM,Chelsea,ENG
Mykhailo Mudryk,10,LW,Chelsea,UKR
Noni Madueke,11,RW,Chelsea,ENG
Malo Gusto,27,RB,Chelsea,FRA
Enzo Fernández,8,"DM,CM",Chelsea,ARG
Christopher Nkunku,18,RW,Chelsea,FRA
Marc Cucurella,3,LB,Chelsea,ESP
Nicolas Jackson,15,FW,Chelsea,SEN
Jadon Sancho,19,LW,Chelsea,ENG
Pedro Neto,7,"LW,RW",Chelsea,POR
Robert Sánchez,1,GK,Chelsea,ESP
Malo Gusto,27,RB,Chelsea,FRA
Wesley Fofana,29,CB,Chelsea,FRA
Levi Colwill,6,CB,Chelsea,ENG
Renato Veiga,40,LB,Chelsea,POR
Marc Cucurella,3,LB,Chelsea,ESP
Moisés Caicedo,25,DM,Chelsea,ECU
Roméo Lavia,45,DM,Chelsea,BEL
Enzo Fernández,8,DM,Chelsea,ARG
Cole Palmer,20,AM,Chelsea,ENG
Pedro Neto,7,RW,Chelsea,POR
Noni Madueke,11,RW,Chelsea,ENG
Mykhailo Mudryk,10,LW,Chelsea,UKR
Christopher Nkunku,18,FW,Chelsea,FRA
Nicolas Jackson,15,FW,Chelsea,SEN
Cole Palmer,20,"AM,RW",Chelsea,ENG
Renato Veiga,40,DM,Chelsea,POR
Moisés Caicedo,25,DM,Chelsea,ECU
João Félix,14,AM,Chelsea,POR
Moisés Caicedo,25,"DM,RB",Chelsea,ECU
Noni Madueke,11,RW,Chelsea,ENG
Mykhailo Mudryk,10,LW,Chelsea,UKR
Christopher Nkunku,18,FW,Chelsea,FRA
Jadon Sancho,19,LW,Chelsea,ENG
Mykhailo Mudryk,10,LW,Chelsea,UKR
Noni Madueke,11,RW,Chelsea,ENG
Cole Palmer,20,AM,Chelsea,ENG
Jadon Sancho,19,LW,Chelsea,ENG
Noni Madueke,11,RW,Chelsea,ENG
Pedro Neto,7,"LW,RW",Chelsea,POR
Nicolas Jackson,15,FW,Chelsea,SEN
Pedro Neto,7,RW,Chelsea,POR
Cole Palmer,20,"AM,RM",Chelsea,ENG
Nicolas Jackson,15,FW,Chelsea,SEN
Christopher Nkunku,18,FW,Chelsea,FRA
Pedro Neto,7,LW,Chelsea,POR
Malo Gusto,27,RB,Chelsea,FRA
Wesley Fofana,29,CB,Chelsea,FRA
Levi Colwill,6,CB,Chelsea,ENG
Mykhailo Mudryk,10,LW,Chelsea,UKR
Robert Sánchez,1,GK,Chelsea,ESP
Marc Guéhi,6,CB,Crystal Palace,ENG
Dean Henderson,1,GK,Crystal Palace,ENG
Trevoh Chalobah,27,CB,Crystal Palace,ENG
Maxence Lacroix,5,CB,Crystal Palace,FRA
Daniel Muñoz,12,WB,Crystal Palace,COL
Tyrick Mitchell,3,WB,Crystal Palace,ENG
Trevoh Chalobah,27,CB,Crystal Palace,ENG
Adam Wharton,20,CM,Crystal Palace,ENG
Daichi Kamada,18,CM,Crystal Palace,JPN
Jean-Philippe Mateta,14,FW,Crystal Palace,FRA
Ismaila Sarr,7,AM,Crystal Palace,SEN
Asher Agbinone,64,AM,Crystal Palace,ENG
Dean Henderson,1,GK,Crystal Palace,ENG
Trevoh Chalobah,27,CB,Crystal Palace,ENG
Maxence Lacroix,5,CB,Crystal Palace,FRA
Marc Guéhi,6,CB,Crystal Palace,ENG
Daniel Muñoz,12,"WB,AM",Crystal Palace,COL
Tyrick Mitchell,3,WB,Crystal Palace,ENG
Cheick Doucouré,28,CM,Crystal Palace,MLI
Will Hughes,19,CM,Crystal Palace,ENG
Daichi Kamada,18,"AM,CM",Crystal Palace,JPN
Marc Guéhi,6,"CB,CM",Crystal Palace,ENG
Justin Devenny,55,CM,Crystal Palace,NIR
Jeffrey Schlupp,15,CM,Crystal Palace,GHA
Tyrick Mitchell,3,WB,Crystal Palace,ENG
Daniel Muñoz,12,"WB,AM",Crystal Palace,COL
Caleb Kporha,58,WB,Crystal Palace,ENG
Trevoh Chalobah,27,CB,Crystal Palace,ENG
Nathaniel Clyne,17,"RM,LM,LB",Crystal Palace,ENG
Daniel Muñoz,12,RM,Crystal Palace,COL
Jean-Philippe Mateta,14,FW,Crystal Palace,FRA
Eddie Nketiah,9,"FW,RW,RM",Crystal Palace,ENG
Eberechi Eze,10,"LW,LM",Crystal Palace,ENG
Ismaila Sarr,7,"RW,RM,RB",Crystal Palace,SEN
Tyrick Mitchell,3,LM,Crystal Palace,ENG
Jean-Philippe Mateta,14,FW,Crystal Palace,FRA
Jefferson Lerma,8,"CM,DM",Crystal Palace,COL
Adam Wharton,20,CM,Crystal Palace,ENG
Dean Henderson,1,GK,Crystal Palace,ENG
Maxence Lacroix,5,CB,Crystal Palace,FRA
Nathaniel Clyne,17,"CB,WB",Crystal Palace,ENG
Marc Guéhi,6,CB,Crystal Palace,ENG
Daniel Muñoz,12,"RM,RB",Crystal Palace,COL
Will Hughes,19,DM,Crystal Palace,ENG
Adam Wharton,20,"CM,DM",Crystal Palace,ENG
Ismaila Sarr,7,RW,Crystal Palace,SEN
Will Hughes,19,CM,Crystal Palace,ENG
Tyrick Mitchell,3,"LM,LB",Crystal Palace,ENG
Jeffrey Schlupp,15,AM,Crystal Palace,GHA
Eddie Nketiah,9,"RW,AM",Crystal Palace,ENG
Eberechi Eze,10,LW,Crystal Palace,ENG
Jefferson Lerma,8,"CB,DM",Crystal Palace,COL
Maxence Lacroix,5,CB,Crystal Palace,FRA
Trevoh Chalobah,27,CB,Crystal Palace,ENG
Dean Henderson,1,GK,Crystal Palace,ENG
Eddie Nketiah,9,AM,Crystal Palace,ENG
Jeffrey Schlupp,15,AM,Crystal Palace,GHA
Eberechi Eze,10,AM,Crystal Palace,ENG
Ismaila Sarr,7,FW,Crystal Palace,SEN
Jean-Philippe Mateta,14,FW,Crystal Palace,FRA
Marc Guéhi,6,CB,Crystal Palace,ENG
Maxence Lacroix,5,CB,Crystal Palace,FRA
Dean Henderson,1,GK,Crystal Palace,ENG
Daichi Kamada,18,CM,Crystal Palace,JPN
Will Hughes,19,AM,Crystal Palace,ENG
Jeffrey Schlupp,15,AM,Crystal Palace,GHA
Nathaniel Clyne,17,WB,Crystal Palace,ENG
Eddie Nketiah,9,AM,Crystal Palace,ENG
Jean-Philippe Mateta,14,FW,Crystal Palace,FRA
Jean-Philippe Mateta,14,FW,Crystal Palace,FRA
Eberechi Eze,10,AM,Crystal Palace,ENG
Ismaila Sarr,7,AM,Crystal Palace,SEN
